course_code,prerequisites,prereq_warnings,concurrent_with,min_standing,notes,warning_text
MATH 3977,none,instructor_consent,,0.0,Cons. of instr. Consent required,
MATH 4020,EDUC 2001;MATH 4120 or MATH 4420,may_be_concurrent,EDUC 2001,0.0,,
MATH 4030,MATH 4420,,,0.0,"MATH 4420 , and six additional cr. hrs. of upper division MATH courses, and cons. of dept. ch",
MATH 4040,none,major_restriction,,0.0,Admitted to the College of Education,
MATH 4120,MATH 2100 or MATH 2350,,,0.0,,
MATH 4121,MATH 4120,,,0.0,,
MATH 4200,MATH 2451 or MATH 3100,,,0.0,,
MATH 4201,MATH 4200,,,0.0,,
MATH 4210,MATH 1455 or MATH 2450,,,0.0,,
MATH 4310,none,standing_requirement,,3.0,Jr. stndg. or cons. of dept. ch,
MATH 4320,MATH 2100 or MATH 2350,,,0.0,,
MATH 4420,MATH 2100 or MATH 2350,,,0.0,,
MATH 4450,MATH 2100 or MATH 2350,,,0.0,,
MATH 4500,MATH 2451 or MATH 2455 or MATH 3100,,,0.0,,
MATH 4510,MATH 2451 or MATH 2455 or MATH 3100,,,0.0,,
MATH 4540,MATH 1451 or MATH 1455;MATH 2451 or MATH 3100;COSC 1010 or EECE 1610,,,0.0,,
MATH 4630,MATH 2451 or MATH 2455 or MATH 3100,,,0.0,,
MATH 4650,MATH 2451 or MATH 2455 or MATH 3100,,,0.0,,
MATH 4670,MATH 2100 or MATH 2350,,,0.0,,
MATH 4700,MATH 1455 or MATH 2450,,,0.0,,
MATH 4710,MATH 4700,,,0.0,,
MATH 4720,MATH 1400 or MATH 1410 or MATH 1450 or MATH 4710,,,0.0,,
MATH 4730,MATH 2780 or MATH 4720 or MATH 4740,may_be_concurrent,MATH 2780,0.0,any of which may be taken concurrently,
MATH 4740,MATH 1400 or MATH 1410 or MATH 1450 or MATH 4720 or MATH 4740,,,0.0,,
MATH 4750,COSC 1010;MATH 3100;MATH 4700 or MATH 4780,,,0.0,,
MATH 4760,MATH 1455 or MATH 2450;MATH 4720 or MATH 4740,,,0.0,,
MATH 4770,COSC 1010;MATH 1450;MATH 4720 or MATH 4740,,,0.0,,
MATH 4780,MATH 2780 or MATH 4720,,,0.0,,
MATH 4790,COSC 1010;MATH 1450;MATH 4720,,,0.0,,
MATH 4931,none,,,0.0,,
MATH 4953,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
MATH 4987,none,standing_requirement,,3.0,Jr. stndg,
MATH 4988,MATH 4987,standing_requirement,,3.0,Jr. stndg. and MATH 4987,
MATH 4995,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
MATH 4999,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
MBA 6010,none,major_restriction,,0.0,Admitted to graduate BUAD; or cons. of M.B.A. prog. dir,
MBA 6020,MBA 6010,major_restriction,,0.0,"Admitted to graduate BUAD, HCTM, NURS; or cons. of M.B.A. prog. dir",
MBA 6030,none,major_restriction,,0.0,"Admitted to graduate BUAD, HCTM and NURS; or cons. of M.B.A. prog. dir",
MBA 6040,none,major_restriction,,0.0,"Admitted to the graduate BUAD, CCOM or MGMT program; or cons. of M.B.A. prog. dir",
MBA 6050,MBA 6010,major_restriction,,0.0,"Admitted to the graduate BUAD, CCOM or MGMT program and completion of MBA 6010; or cons. of M.B.A. prog. dir",
MBA 6060,MBA 6010,major_restriction,,0.0,"Admitted to the graduate BUAD, CCOM or MGMT program and completion of MBA 6010; or cons. of M.B.A. prog. dir",
MBA 6070,none,major_restriction,,0.0,Admitted to the graduate BUAD program; or cons. of M.B.A. prog. dir,
MBA 6080,none,major_restriction,,0.0,"Admitted to the graduate BUAD, CCOM or MGMT program; or cons. of M.B.A. prog. dir",
MBA 6090,none,major_restriction,,0.0,Admitted to the graduate BUAD program; or cons. of M.B.A. prog. dir,
MBA 6100,MBA 6010,major_restriction,,0.0,"Admitted to graduate ACCO, ACAN, BMAN, ECON, or SCMM; or cons. of M.B.A. prog. dir",
MBA 6110,MBA 6010;MBA 6040;MBA 6050;MBA 6060;MBA 6070;MBA 6080;MBA 6090,major_restriction,,0.0,"Admitted to graduate ACCO, ACAN, BMAN, BUAD, ECON OR MGMT; or cons. of M.B.A. prog. dir",
MBA 6120,none,major_restriction,,0.0,"Admitted to graduate ACCO, BUAD, CCOM, ECON or MGMT; or cons. of M.B.A. prog. dir",
MBA 6130,none,major_restriction,,0.0,"Admitted to graduate ACCO, BUAD, ECON, MGMT or NURS; cons. of M.B.A. prog. dir",
MBA 6140,none,major_restriction,,0.0,"Admitted graduate ACCO, BUAD, CCOM, ECON, LEDR, MGMT or SPLE; or cons. of M.B.A. prog. dir",
MBA 6150,none,major_restriction,,0.0,"Admitted to graduate ACCO, BUAD, CCOM, ECON, or MGMT; or cons. of M.B.A. prog. dir",
MBA 6160,none,major_restriction,,0.0,"Admitted to graduate ACCO, BUAD, CCOM, ECON, LEDR, MGMT or SPLE; or cons. of M.B.A. prog. dir",
MBA 6200,MBA 6110,major_restriction,,0.0,Admitted to graduate BUAD; or cons. of M.B.A. prog. dir,
MBA 6997,none,major_restriction,,0.0,"Admitted to graduate BUAD; 18 credits taken from Business Analytics, Ethics and Organizations, Strategy, Leadership of which a maximum of 6 credits elective components applies toward the 18 credits minimum",
MBA 9607,none,instructor_consent,,0.0,Consent required,
MEEN 2460,CHEM 1001,may_be_concurrent,CHEM 1001,0.0,,
MEEN 2930,none,,,0.0,Enrolled in the Opus College of Engineering,
MEEN 3210,GEEN 2120;ELEN 3001,,,0.0,,
MEEN 3220,MATH 2451 or MATH 2455;GEEN 2120,,,0.0,,
MEEN 3250,GEEN 2110;GEEN 2130,,,0.0,,
MEEN 3260,MATH 2451;GEEN 2130,,,0.0,,
MEEN 3310,MATH 1451 or MATH 1455;PHYS 1030 or PHYS 1003 or PHYS 1013;PHYS 1020,,,0.0,,
MEEN 3320,MATH 2450 or MATH 1455;GEEN 2120,,,0.0,,
MEEN 3330,MATH 2451 or MATH 2455;MEEN 3310;MEEN 3320 or BIEN 4400,,,0.0,,
MEEN 3340,MEEN 3310;MEEN 3330,may_be_concurrent,MEEN 3310,0.0,,
MEEN 3426,MATH 1451 or MATH 1455,,,0.0,,
MEEN 3443,MEEN 2460,,,0.0,,
MEEN 3460,MEEN 2460,,,0.0,,
MEEN 4110,none,standing_requirement,,4.0,Sr. stndg,
MEEN 4220,MEEN 2120,,,0.0,,
MEEN 4230,GEEN 2130,,,0.0,,
MEEN 4260,MATH 2451 or MATH 3100 or MEEN 3260,,,0.0,,
MEEN 4265,MEEN 3260,,,0.0,,
MEEN 4270,MATH 2451,,,0.0,,
MEEN 4275,MEEN 3210;MEEN 3220,,,0.0,,
MEEN 4310,MEEN 3340;MEEN 3260,,,0.0,,
MEEN 4320,MEEN 3330;MEEN 3340,,,0.0,,
MEEN 4325,MATH 2450 or MATH 2455 or MEEN 3320,,,0.0,,
MEEN 4350,MEEN 3340,,,0.0,,
MEEN 4360,MEEN 3340,,,0.0,,
MEEN 4370,none,,,0.0,,
MEEN 4380,none,,,0.0,,
MEEN 4410,MATH 4720 or MEEN 3426,instructor_consent,,0.0,MATH 4720 or MEEN 3426 or cons. of instr,
MEEN 4420,MEEN 2460;GEEN 2130,,,0.0,,
MEEN 4430,MEEN 2460,,,0.0,,
MEEN 4440,MEEN 2460;MEEN 3443,,,0.0,,
MEEN 4450,MEEN 2460;GEEN 2130,instructor_consent,,0.0,or cons. of instr,
MEEN 4470,MEEN 3443,,,0.0,,
MEEN 4485,GEEN 2130;MEEN 3443,,,0.0,,
MEEN 4570,MEEN 2460,instructor_consent,,0.0,MEEN 2460 or consent of instructor,
MEEN 4590,none,standing_requirement,,4.0,Sr. stndg,
MEEN 4920,BIEN 4920;COEN 4920;EECE 4920,standing_requirement,,3.0,"Sr. stndg; Co-op students, Jr. stndg. Cross-listed with BIEN 4920 , COEN 4920 , EECE 4920",
MEEN 4931,none,,,0.0,,
MEEN 4995,none,instructor_consent;standing_requirement,,3.0,"Jr. stndg., 3.000 GPA, cons. of instr., and cons. of dept. ch. Consent required",
MEEN 4998,MEEN 4920;BIEN 4998;COEN 4998;EECE 4998,,,0.0,,
MEEN 5220,none,,,0.0,,
MEEN 5230,none,,,0.0,,
MEEN 5260,none,,,0.0,,
MEEN 5265,MEEN 3260,,,0.0,,
MEEN 5270,none,,,0.0,,
MEEN 5275,none,,,0.0,,
MEEN 5310,none,,,0.0,,
MEEN 5320,none,,,0.0,,
MEEN 5325,none,,,0.0,,
MEEN 5350,none,,,0.0,,
MEEN 5360,none,,,0.0,,
MEEN 5370,none,,,0.0,,
MEEN 5380,none,,,0.0,,
MEEN 5410,none,,,0.0,,
MEEN 5420,none,,,0.0,,
MEEN 5430,none,,,0.0,,
MEEN 5440,none,,,0.0,,
MEEN 5450,none,,,0.0,,
MEEN 5470,none,,,0.0,,
MEEN 5485,none,,,0.0,,
MEEN 5570,none,,,0.0,,
MEEN 5931,none,,,0.0,,
MEEN 6101,none,,,0.0,,
MEEN 6102,none,,,0.0,,
MEEN 6103,none,,,0.0,,
MEEN 6220,MEEN 4220,,,0.0,,
MEEN 6225,none,,,0.0,,
MEEN 6230,MEEN 5230;MEEN 5250,,,0.0,,
MEEN 6240,none,,,0.0,,
MEEN 6250,none,,,0.0,,
MEEN 6260,MEEN 3260 or MEEN 4260 or MEEN 5260,,,0.0,,
MEEN 6310,MEEN 5325 or MEEN 5350,,,0.0,computer programming experience recommended,
MEEN 6320,MEEN 5350,,,0.0,computer programming experience recommended,
MEEN 6330,none,,,0.0,,
MEEN 6340,none,,,0.0,,
MEEN 6345,none,,,0.0,,
MEEN 6350,MEEN 6310,,,0.0,,
MEEN 6360,MEEN 6101;MEEN 6320,instructor_consent,,0.0,or cons. of instr,
MEEN 6365,none,,,0.0,Intermediate knowledge of heat transfer and fluid flow. Knowledge of computer programming,
MEEN 6366,none,,,0.0,,
MEEN 6370,MEEN 4310 or MEEN 5310,,,0.0,,
MEEN 6375,none,,,0.0,,
MEEN 6470,none,,,0.0,,
MEEN 6473,none,,,0.0,,
MEEN 6475,none,instructor_consent,,0.0,Cons. of instr,
MEEN 6480,MEEN 5440,instructor_consent,,0.0,or cons. of instr,
MEEN 6931,none,,,0.0,,
MEEN 6960,none,,,0.0,,
MEEN 6995,none,instructor_consent,,0.0,Cons. of instr. and cons. of dept. ch. Consent required,
MEEN 6999,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
MEEN 8986,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
MEEN 8995,none,instructor_consent,,0.0,Cons. of instr. and cons. of dept. ch. Consent required,
MEEN 8999,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
MEEN 9970,none,instructor_consent,,0.0,Consent required,
MEEN 9974,none,instructor_consent,,0.0,Consent required,
MEEN 9975,none,instructor_consent,,0.0,Consent required,
MEEN 9976,none,instructor_consent,,0.0,Consent required,
MEEN 9984,none,instructor_consent,,0.0,Consent required,
MEEN 9985,none,instructor_consent,,0.0,Consent required,
MEEN 9986,none,instructor_consent,,0.0,Consent required,
MEEN 9987,none,instructor_consent,,0.0,Consent required,
MEEN 9988,none,instructor_consent,,0.0,Consent required,
MEEN 9989,none,instructor_consent,,0.0,Consent required,
MEEN 9994,none,instructor_consent,,0.0,Consent required,
MEEN 9995,none,instructor_consent,,0.0,Consent required,
MEEN 9996,none,instructor_consent,,0.0,Consent required,
MEEN 9997,none,instructor_consent,,0.0,Consent required,
MEEN 9998,none,instructor_consent,,0.0,Consent required,
MEEN 9999,none,instructor_consent,,0.0,Consent required,
MISL 1001,none,,,0.0,,
MISL 1002,none,,,0.0,,
MISL 1100,none,,,0.0,,
MISL 1200,none,,,0.0,,
MISL 1800,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
MISL 2001,none,,,0.0,,
MISL 2002,none,,,0.0,,
MISL 2100,MISL 1100;MISL 1200,,,0.0,,
MISL 2200,MISL 1100 or MISL 1200,instructor_consent,,0.0,"MISL 1100 and MISL 1200 , or cons. of instr",
MISL 3001,none,,,0.0,,
MISL 3002,none,,,0.0,,
MISL 3100,MISL 3101 or MISL 1100 or MISL 1200 or MISL 2100 or MISL 2200,instructor_consent;may_be_concurrent,MISL 3101,0.0,"MISL 3101 , which may be taken concurrently, MISL 1100 , MISL 1200 , MISL 2100 , and MISL 2200 , or cons. of instr",
MISL 3101,MISL 3100,may_be_concurrent,MISL 3100,0.0,,
MISL 3200,MISL 3100;MISL 3202,may_be_concurrent,MISL 3100,0.0,,
MISL 3202,MISL 3200,may_be_concurrent,MISL 3200,0.0,,
MISL 3964,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
MISL 4001,none,,,0.0,,
MISL 4002,none,,,0.0,,
MISL 4100,MISL 3100;MISL 3200;MISL 4101,may_be_concurrent,MISL 3100,0.0,,
MISL 4101,MISL 4100,may_be_concurrent,MISL 4100,0.0,,
MISL 4200,MISL 4100;MISL 4101;MISL 4202,may_be_concurrent,MISL 4100,0.0,,
MISL 4202,MISL 4200,may_be_concurrent,MISL 4200,0.0,,
MISL 4964,none,instructor_consent;standing_requirement,,4.0,"Sr. stndg., and cons. of dept. ch. Consent required",
MISL 4995,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
MLSC 1001,none,,,0.0,Enrolled in MLSC Young Scholar Program,
MLSC 1100,none,,,0.0,MLSC major; or cons. of dept. ch,
MLSC 1200,none,,,0.0,MLSC major,
MLSC 2050,none,,,0.0,,
MLSC 2060,none,standing_requirement,,2.0,Soph stndg,
MLSC 2200,BIOL 1001;CHEM 1001,,,0.0,"BIOL 1001 , CHEM 1001 and MLSC major; or cons. of dept. ch",
MLSC 4124,none,may_be_concurrent,,0.0,"MLSC major and biochemistry course, which may be taken concurrently",
MLSC 4127,MLSC 4124,,,0.0,MLSC major and MLSC 4124,
MLSC 4163,BIOL 3101 or BISC 2070 or BISC 3213,,,0.0,"MLSC major and a course in biochemistry, which can be taken concurrently ( BIOL 3101 , BISC 2070 or BISC 3213 )",
MLSC 4173,MLSC 4163,,,0.0,MLSC major and MLSC 4163,
MLSC 4174,none,,,0.0,"MLSC major and biochemistry course. With cons. of dept. ch., non-majors are required to complete an online biochemistry module",
MLSC 4180,MLSC 4173,,,0.0,MLSC major and MLSC 4173,
MLSC 4181,MLSC 4173,,,0.0,MLSC major and MLSC 4173,
MLSC 4183,MLSC 4173,,,0.0,MLSC major and MLSC 4173,
MLSC 4184,MLSC 4173,,,0.0,MLSC major and MLSC 4173,
MLSC 4185,MLSC 4173,,,0.0,MLSC major and MLSC 4173,
MLSC 4186,MLSC 4173,,,0.0,MLSC major and MLSC 4173,
MLSC 4187,MLSC 4173,,,0.0,MLSC major and MLSC 4173,
MLSC 4188,MLSC 4124;MLSC 4127;MLSC 4173,,,0.0,"MLSC major and MLSC 4124 , MLSC 4127 and MLSC 4173",
MLSC 4189,MLSC 4173,,,0.0,MLSC major and MLSC 4173,
MLSC 4931,none,,,0.0,,
MLSC 4995,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
MLSC 7124,none,major_restriction,,0.0,Admitted to MLSC certificate program,
MLSC 7127,MLSC 7124,major_restriction,,0.0,Admitted to MLSC certificate program and MLSC 7124,
MLSC 7163,none,major_restriction,,0.0,Admitted to the MLSC certificate program,
MLSC 7173,none,major_restriction,,0.0,Admitted to the MLSC certificate program,
MLSC 7174,none,major_restriction,,0.0,Admitted to the MLSC certificate program,
MLSC 7180,MLSC 7173,major_restriction,,0.0,Admitted to MLSC certificate program,
MLSC 7181,MLSC 7173,major_restriction,,0.0,Admitted to the MLSC certificate program,
MLSC 7183,MLSC 7173,major_restriction,,0.0,Admitted to the MLSC certificate program,
MLSC 7184,MLSC 7173,major_restriction,,0.0,Admitted to the MLSC certificate program,
MLSC 7185,MLSC 7173,major_restriction,,0.0,Admitted to the MLSC certificate program,
MLSC 7186,MLSC 7173,major_restriction,,0.0,Admitted to MLSC certificate program,
MLSC 7187,MLSC 7173,major_restriction,,0.0,Admitted to the MLSC certificate program,
MLSC 7188,MLSC 7124;MLSC 7127;MLSC 7173,major_restriction,,0.0,Admitted to MLSC certificate program,
MLSC 7189,MLSC 7173,major_restriction,,0.0,Admitted to the MLSC certificate program,
MLSC 7995,none,major_restriction;instructor_consent,,0.0,Admitted to the MLSC certificate program; cons. of dept. ch. Consent required,
MSF 6500,none,major_restriction,,0.0,Admitted to the graduate FINA program; or cons. of M.S.F. prog. dir,
MSF 6511,none,major_restriction,,0.0,Admitted to the graduate FINA program; or cons. of M.S.F. prog. dir,
MSF 6520,none,major_restriction,,0.0,Admitted to the graduate FINA program; or cons. of M.S.F. prog. dir,
MSF 6530,MSF 6500,major_restriction,,0.0,Admitted to the graduate FINA program and MSF 6500; or cons. of M.S.F. prog. dir,
MSF 6540,MSF 6500,major_restriction,,0.0,Admitted to the graduate FINA program and MSF 6500; or cons. of M.S.F. prog. dir,
MSF 6560,MSF 6511,major_restriction,,0.0,Admitted to the graduate FINA program and MSF 6511; or cons. of M.S.F. prog. dir,
MSF 6563,MSF 6500,major_restriction,,0.0,Admitted to the graduate FINA program and MSF 6500; or cons. of M.S.F. prog. dir,
MSF 6565,MSF 6511,major_restriction,,0.0,Admitted to the graduate FINA program and MSF 6511; or cons. of M.S.F. prog. dir,
MSF 6570,MSF 6511,major_restriction,,0.0,Admitted to the graduate FINA program and MSF 6511; or cons. of M.S.F. prog. dir,
MSF 6575,MSF 6500,major_restriction,,0.0,Admitted to the graduate FINA program and MSF 6500; or cons. of M.S.F. prog. dir,
MSF 6581,MSF 6500,major_restriction,,0.0,Admitted to the graduate FINA program and MSF 6500; or cons. of M.S.F. prog. dir,
MSF 6590,none,,,0.0,,
MSF 6931,none,major_restriction,,0.0,Admitted to the graduate FINA program; or cons. of M.S.F. prog. dir,
MSF 6995,none,major_restriction,,0.0,Admitted to the graduate FINA program; and cons. of M.S.F. prog. dir,
MSF 6998,none,major_restriction,,0.0,Admitted to the graduate FINA program; or cons. of M.S.F. prog. dir,
MSSC 5020,none,,,0.0,,
MSSC 5030,none,,,0.0,,
MSSC 5040,none,,,0.0,,
MSSC 5120,none,,,0.0,,
MSSC 5121,none,,,0.0,,
MSSC 5200,none,,,0.0,,
MSSC 5201,none,,,0.0,,
MSSC 5210,none,,,0.0,,
MSSC 5310,none,,,0.0,,
MSSC 5320,none,,,0.0,,
MSSC 5420,none,,,0.0,,
MSSC 5450,none,,,0.0,,
MSSC 5500,none,,,0.0,,
MSSC 5510,none,,,0.0,,
MSSC 5540,none,,,0.0,,
MSSC 5630,none,,,0.0,,
MSSC 5650,none,,,0.0,,
MSSC 5670,none,,,0.0,,
MSSC 5700,none,,,0.0,,
MSSC 5710,none,,,0.0,,
MSSC 5720,none,,,0.0,,
MSSC 5730,none,,,0.0,,
MSSC 5740,none,,,0.0,,
MSSC 5750,none,,,0.0,,
MSSC 5760,none,,,0.0,,
MSSC 5770,none,,,0.0,,
MSSC 5780,none,,,0.0,,
MSSC 5790,none,,,0.0,,
MSSC 5931,none,,,0.0,,
MSSC 6000,none,instructor_consent,,0.0,Calculus course or cons. of instr; introductory statistics course or cons. of instr; and programming competency in a high-level language,
MSSC 6010,MATH 4720,,,0.0,,
MSSC 6020,MSSC 6010,,,0.0,,
MSSC 6030,none,,,0.0,Multivariable calculus and linear algebra,
MSSC 6040,none,,,0.0,Multivariable calculus and linear algebra,
MSSC 6090,none,,,0.0,,
MSSC 6110,COSC 1020 or MATH 1450;MATH 1451 or MATH 2100,,,0.0,,
MSSC 6120,MATH 3100,,,0.0,,
MSSC 6130,MATH 4200,,,0.0,,
MSSC 6210,MATH 4700,,,0.0,,
MSSC 6220,MATH 4710,,,0.0,,
MSSC 6230,MATH 3100;MATH 4710,,,0.0,,
MSSC 6240,MATH 4720,,,0.0,,
MSSC 6250,MATH 4720 or MATH 3100 or MATH 4780,instructor_consent,,0.0,"A course in statistical methods, such as MATH 4720 , and a course in linear algebra, such as MATH 3100 , MATH 4780 or equiv., cons. of instr",
MSSC 6410,MATH 4200,,,0.0,,
MSSC 6420,MATH 4120,,,0.0,,
MSSC 6430,MATH 4120,,,0.0,,
MSSC 6440,MATH 4200,,,0.0,,
MSSC 6770,none,major_restriction;instructor_consent,,0.0,Cons. of dept. ch; one term of calculus and access to an algebra or geometry class of secondary students; or cons. of course coordinator; admitted to MSST or College of Education. Consent required,
MSSC 6931,none,,,0.0,,
MSSC 6952,none,,,0.0,Grad. stndg,
MSSC 6953,none,major_restriction,,0.0,Admitted to MSST or College of Education,
MSSC 6954,MSSC 6953,major_restriction,,0.0,admitted to MSST or College of Education,
MSSC 6960,none,,,0.0,,
MSSC 6974,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
MSSC 6975,none,instructor_consent,,0.0,3.000 MU GPA; completed at least 12 credit hours; cons. of the applied statistics dir. of graduate studies; or cons. of dept. ch. Consent required,
MSSC 6995,none,instructor_consent,,0.0,Cons. of instr. and cons. of dept. ch. Consent required,
MSSC 6998,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
MSSC 6999,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
MSSC 8995,none,instructor_consent,,0.0,Cons. of instr. and cons. of dept. ch. Consent required,
MSSC 8999,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
MSSC 9970,none,instructor_consent,,0.0,Consent required,
MSSC 9974,none,,,0.0,,
MSSC 9975,none,instructor_consent,,0.0,Consent required,
MSSC 9976,none,instructor_consent,,0.0,Consent required,
MSSC 9987,none,instructor_consent,,0.0,Consent required,
MSSC 9988,none,instructor_consent,,0.0,Consent required,
MSSC 9989,none,instructor_consent,,0.0,Consent required,
MSSC 9991,none,instructor_consent,,0.0,Consent required,
MSSC 9992,none,instructor_consent,,0.0,Consent required,
MSSC 9993,none,instructor_consent,,0.0,Consent required,
MSSC 9994,none,instructor_consent,,0.0,Consent required,
MSSC 9995,none,instructor_consent,,0.0,Consent required,
MSSC 9996,none,instructor_consent,,0.0,Consent required,
MSSC 9997,none,instructor_consent,,0.0,Consent required,
MSSC 9998,none,instructor_consent,,0.0,Consent required,
MSSC 9999,none,instructor_consent,,0.0,Consent required,
MUSI 1100,none,,,0.0,,
MUSI 1120,none,instructor_consent,,0.0,Consent required,
MUSI 1120H,none,,,0.0,,
MUSI 1140,MUSI 1100,,,0.0,Concurrent enrollment in MUSI 1100,
MUSI 1160,none,,,0.0,,
MUSI 1160H,none,,,0.0,,
MUSI 1200,none,,,0.0,,
MUSI 1210,none,hard_prereq_complex,,0.0,An audition for placement within the wind ensemble is required,
MUSI 1220,none,,,0.0,,
MUSI 1300,none,,,0.0,,
MUSI 1500,none,,,0.0,,
MUSI 2020,none,,,0.0,,
MUSI 2410,none,,,0.0,,
MUSI 2440,none,,,0.0,,
MUSI 2500,none,,,0.0,,
MUSI 2610,none,,,0.0,,
MUSI 2620,none,,,0.0,,
MUSI 2910,none,,,0.0,,
MUSI 3500,MUSI 2500,,,0.0,,
MUSI 3610,none,,,0.0,,
MUSI 4953,none,,,0.0,,
MUSI 4995,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
MUSI 4999,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
NASC 1001,none,,,0.0,,
NASC 1009,none,,,0.0,,
NASC 1022,none,,,0.0,NROTC students or cons. of dept. ch,
NASC 2151,none,,,0.0,Non-NROTC students require cons. of dept. ch,
NASC 2185,none,,,0.0,NROTC students or cons. of dept. ch,
NASC 3142,none,,,0.0,Non-NROTC students require cons. of dept. ch,
NASC 3161,none,,,0.0,Non-NROTC students require cons. of dept. ch,
NASC 3162,NASC 3142,,,0.0,NASC 3142 . Non-NROTC students require cons. of dept. ch,
NASC 3191,none,,,0.0,Non-NROTC students require cons. of dept. ch,
NASC 3964,none,standing_requirement,,3.0,Jr. stndg. in USMC option,
NASC 4152,NASC 2151,,,0.0,NASC 2151 . Non-NROTC students require cons. of dept. ch,
NASC 4186,NASC 2185,,,0.0,NASC 2185 . Non-NROTC students require cons. of dept. ch,
NASC 4995,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
NRSC 8003,none,major_restriction;instructor_consent,,0.0,Admitted to NRSC program or cons. of instr,
NRSC 8004,BISC 8003 or NRSC 8003,,,0.0,,
NRSC 8005,BISC 8004 or NRSC 8004,,,0.0,,
NRSC 8096,none,major_restriction;instructor_consent,,0.0,Admitted to NRSC program or cons. of instr,
NRSC 8931,none,major_restriction;instructor_consent,,0.0,Admitted to NRSC program or cons. of instr,
NRSC 8999,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
NRSC 9970,none,instructor_consent,,0.0,Cons. of prog. dir. Consent required,
NRSC 9974,none,instructor_consent,,0.0,Cons. of program dir. Consent required,
NRSC 9975,none,instructor_consent,,0.0,Cons. of program dir. Consent required,
NRSC 9976,none,instructor_consent,,0.0,Cons. of program dir. Consent required,
NRSC 9987,none,instructor_consent,,0.0,Cons. of program dir. Consent required,
NRSC 9988,none,instructor_consent,,0.0,Cons. of program dir. Consent required,
NRSC 9989,none,instructor_consent,,0.0,Cons. of program dir. Consent required,
NRSC 9997,none,instructor_consent,,0.0,Cons. of program dir. Consent required,
NRSC 9998,none,instructor_consent,,0.0,Cons. of program dir. Consent required,
NRSC 9999,none,instructor_consent,,0.0,Cons. of program dir. Consent required,
NURS 1001,none,,,0.0,NURS major,
NURS 1002,NURS 1001,,,0.0,,
NURS 1931,none,,,0.0,NURS major,
