course_code,soft_prereq,catalog_prereq_raw,soft_prereq_major_restriction,soft_prereq_instructor_consent,soft_prereq_admitted_program,soft_prereq_college_restriction,soft_prereq_program_progress_requirement,soft_prereq_standing_requirement,soft_prereq_placement_required,soft_prereq_minimum_grade,soft_prereq_minimum_gpa,soft_prereq_may_be_concurrent,soft_prereq_other_requirements,soft_prereq_complex_hard_prereq,notes
PHYS 1020,instructor_consent,Cons. of dept. ch. Consent required.,,Cons. of dept. ch; Consent required,,,,,,,,,,,Cons. of dept. ch. Consent required.
PHYS 1030,instructor_consent,Cons. of dept. ch. Consent required.,,Cons. of dept. ch; Consent required,,,,,,,,,,,Cons. of dept. ch. Consent required.
PHYS 1953,,,,,,,,,,,,,,,
PHYS 1954,,,,,,,,,,,,,,,
PHYS 2400,,"MATH 2440 or MATH 2450; PHYS 1002, PHYS 1004 or PHYS 1014; any of which may be taken concurrently.",,,,,,,,,,any of which may be taken concurrently,,,
PHYS 2500,may_be_concurrent,"PHYS 1002 or PHYS 1004 or PHYS 1014; MATH 2451, which may be taken concurrently.",,,,,,,,,,"MATH 2451, which may be taken concurrently",,,"PHYS 1002 or PHYS 1004 or PHYS 1014; MATH 2451, which may be taken concurrently."
PHYS 2929,instructor_consent,Cons. of instr. Consent required.,,Cons. of instr; Consent required,,,,,,,,,,,Cons. of instr. Consent required.
PHYS 2953,may_be_concurrent,"Concurrent enrollment in PHYS 2400, recommended.",,,,,,,,,,"Concurrent enrollment in PHYS 2400, recommended",,,"Concurrent enrollment in PHYS 2400, recommended."
PHYS 2954,,,,,,,,,,,,,,,
PHYS 3021,instructor_consent;complex_hard_prereq,PHYS 1004 or PHYS 1014; or PHYS 1002 and cons. of instr.,,or PHYS 1002 and cons. of instr,,,,,,,,,,PHYS 1004 or PHYS 1014; or PHYS 1002 and cons. of instr.,PHYS 1004 or PHYS 1014; or PHYS 1002 and cons. of instr.
PHYS 3022,instructor_consent,PHYS 3021 or cons. of instr.,,PHYS 3021 or cons. of instr,,,,,,,,,,,PHYS 3021 or cons. of instr.
PHYS 3056,instructor_consent,PHYS 2500 or cons. of instr.,,PHYS 2500 or cons. of instr,,,,,,,,,,,PHYS 2500 or cons. of instr.
PHYS 3100,instructor_consent,"PHYS 1002, PHYS 1004 or PHYS 1014; MATH 2440 or MATH 2450; or cons. of instr. MATH 2451 and PHYS 2500 are recommended. Either of the recommended courses may be taken concurrently.",,or cons. of instr,,,,,,,,Either of the recommended courses may be taken concurrently,,,"PHYS 1002, PHYS 1004 or PHYS 1014; MATH 2440 or MATH 2450; or cons. of instr. MATH 2451 and PHYS 2500 are recommended. Either of the recommended courses may be taken concurrently."
PHYS 3989,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
PHYS 3990,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
PHYS 4012,instructor_consent,MATH 2451 and PHYS 2400; MATH 3100 is recommended and may be taken concurrently; or cons. of instr.,,or cons. of instr,,,,,,,,MATH 3100 is recommended and may be taken concurrently,,,MATH 2451 and PHYS 2400; MATH 3100 is recommended and may be taken concurrently; or cons. of instr.
PHYS 4031,instructor_consent,"MATH 2440 or MATH 2450; PHYS 1002, PHYS 1004, PHYS 1004H, PHYS 1014, or PHYS 1014H; or cons. of instr.",,or cons. of instr,,,,,,,,,,,"MATH 2440 or MATH 2450; PHYS 1002, PHYS 1004, PHYS 1004H, PHYS 1014, or PHYS 1014H; or cons. of instr."
PHYS 4034,instructor_consent,PHYS 4031 or cons. of instr.,,PHYS 4031 or cons. of instr,,,,,,,,,,,PHYS 4031 or cons. of instr.
PHYS 4046,instructor_consent,"PHYS 1002, PHYS 1004, PHYS 1004H, PHYS 1014, or PHYS 1014H; or cons. of instr.",,or cons. of instr,,,,,,,,,,,"PHYS 1002, PHYS 1004, PHYS 1004H, PHYS 1014, or PHYS 1014H; or cons. of instr."
PHYS 4050,instructor_consent,"MATH 2440 or MATH 2450; PHYS 1002, PHYS 1004, PHYS 1004H, PHYS 1014, or PHYS 1014H; or cons. of instr.",,or cons. of instr,,,,,,,,,,,"MATH 2440 or MATH 2450; PHYS 1002, PHYS 1004, PHYS 1004H, PHYS 1014, or PHYS 1014H; or cons. of instr."
PHYS 4057,instructor_consent,PHYS 3056 or cons. of instr.,,PHYS 3056 or cons. of instr,,,,,,,,,,,PHYS 3056 or cons. of instr.
PHYS 4062,instructor_consent,MATH 2440 or MATH 2450; PHYS 2400; or cons. of instr.,,or cons. of instr,,,,,,,,,,,MATH 2440 or MATH 2450; PHYS 2400; or cons. of instr.
PHYS 4065,instructor_consent;complex_hard_prereq,PHYS 2400 and PHYS 4031; or PHYS 4046; or cons. of instr.,,or cons. of instr,,,,,,,,,,PHYS 2400 and PHYS 4031; or PHYS 4046; or cons. of instr.,PHYS 2400 and PHYS 4031; or PHYS 4046; or cons. of instr.
PHYS 4071,instructor_consent,PHYS 2400 or cons. of instr. PHYS 4012 recommended.,,PHYS 2400 or cons. of instr,,,,,,,,,,,PHYS 2400 or cons. of instr. PHYS 4012 recommended.
PHYS 4072,instructor_consent,PHYS 2400 or cons. of instr. PHYS 4012 recommended.,,PHYS 2400 or cons. of instr,,,,,,,,,,,PHYS 2400 or cons. of instr. PHYS 4012 recommended.
PHYS 4075,instructor_consent,PHYS 2400 or cons. of instr.,,PHYS 2400 or cons. of instr,,,,,,,,,,,PHYS 2400 or cons. of instr.
PHYS 4931,instructor_consent,Cons. of dept. ch. Consent required.,,Cons. of dept. ch; Consent required,,,,,,,,,,,Cons. of dept. ch. Consent required.
PHYS 4953,instructor_consent,Cons. of dept. ch. Consent required.,,Cons. of dept. ch; Consent required,,,,,,,,,,,Cons. of dept. ch. Consent required.
PHYS 4953H,admitted_program;instructor_consent,Admission to the PHYS Disciplinary Honors Program. Consent required.,,Consent required,Admission to the PHYS Disciplinary Honors Program,,,,,,,,,,Admission to the PHYS Disciplinary Honors Program. Consent required.
PHYS 4954,,,,,,,,,,,,,,,
PHYS 4956,instructor_consent,Cons. of instr. Consent required.,,Cons. of instr; Consent required,,,,,,,,,,,Cons. of instr. Consent required.
PHYS 4956H,admitted_program;instructor_consent;standing_requirement,"Cons. of instr., Jr. stndg.; admission to the PHYS Disciplinary Honors Program. Consent required.",,"Cons. of instr., Jr. stndg; Consent required",admission to the PHYS Disciplinary Honors Program,,,"Cons. of instr., Jr. stndg",,,,,,,"Cons. of instr., Jr. stndg.; admission to the PHYS Disciplinary Honors Program. Consent required."
PHYS 4989,,PHYS 3989.,,,,,,,,,,,,,
PHYS 4990,,PHYS 3990.,,,,,,,,,,,,,
PHYS 4995,instructor_consent,Cons. of dept. ch. Consent required.,,Cons. of dept. ch; Consent required,,,,,,,,,,,Cons. of dept. ch. Consent required.
PHYS 4997,instructor_consent;standing_requirement,Sr. stndg. Consent required.,,Consent required,,,,Sr. stndg,,,,,,,Sr. stndg. Consent required.
PHYS 4999,instructor_consent;standing_requirement,Sr. stndg. and cons. of dept. ch.; cons. of a regular physics faculty member. Consent required.,,Sr. stndg. and cons. of dept. ch; cons. of a regular physics faculty member; Consent required,,,,Sr. stndg. and cons. of dept. ch,,,,,,,Sr. stndg. and cons. of dept. ch.; cons. of a regular physics faculty member. Consent required.
PHYS 5012,,,,,,,,,,,,,,,
PHYS 5031,,,,,,,,,,,,,,,
PHYS 5034,,,,,,,,,,,,,,,
PHYS 5046,,,,,,,,,,,,,,,
PHYS 5050,,,,,,,,,,,,,,,
PHYS 5062,,,,,,,,,,,,,,,
PHYS 5065,,,,,,,,,,,,,,,
PHYS 5071,,,,,,,,,,,,,,,
PHYS 5072,,,,,,,,,,,,,,,
PHYS 5075,,,,,,,,,,,,,,,
PHYS 5931,,,,,,,,,,,,,,,
PHYS 9002,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
POSC 2201,,,,,,,,,,,,,,,
POSC 2201H,admitted_program,Admission to Marquette University Honors Program.,,,Admission to Marquette University Honors Program,,,,,,,,,,Admission to Marquette University Honors Program.
POSC 2401,,,,,,,,,,,,,,,
POSC 2401H,admitted_program,Admission to Marquette University Honors Program.,,,Admission to Marquette University Honors Program,,,,,,,,,,Admission to Marquette University Honors Program.
POSC 2601,,,,,,,,,,,,,,,
POSC 2601H,admitted_program,Admission to Marquette University Honors Program.,,,Admission to Marquette University Honors Program,,,,,,,,,,Admission to Marquette University Honors Program.
POSC 2801,,,,,,,,,,,,,,,
POSC 2801H,admitted_program;instructor_consent,Admission to Marquette University Honors Program. Consent required.,,Consent required,Admission to Marquette University Honors Program,,,,,,,,,,Admission to Marquette University Honors Program. Consent required.
POSC 2931,,,,,,,,,,,,,,,
POSC 3101,,"ENGL 1001; PHIL 1001; at least one 2000-level POSC, recommended.",,,,,,,,,,,,,
POSC 3202,standing_requirement;complex_hard_prereq,"POSC 2201, POSC 2201H, POSC 2401, POSC 2401H, POSC 2601, POSC 2601H, POSC 2801, or POSC 2801H; or Soph. stndg.",,,,,,or Soph. stndg,,,,,,"POSC 2201, POSC 2201H, POSC 2401, POSC 2401H, POSC 2601, POSC 2601H, POSC 2801, or POSC 2801H; or Soph. stndg.","POSC 2201, POSC 2201H, POSC 2401, POSC 2401H, POSC 2601, POSC 2601H, POSC 2801, or POSC 2801H; or Soph. stndg."
POSC 3953,instructor_consent;standing_requirement,Jr. stndg. and cons. of instr. Consent required.,,Jr. stndg. and cons. of instr; Consent required,,,,Jr. stndg. and cons. of instr,,,,,,,Jr. stndg. and cons. of instr. Consent required.
POSC 4201,standing_requirement,POSC 2201 or Jr. stndg.,,,,,,POSC 2201 or Jr. stndg,,,,,,,POSC 2201 or Jr. stndg.
POSC 4211,standing_requirement,POSC 2201 or Jr. stndg.,,,,,,POSC 2201 or Jr. stndg,,,,,,,POSC 2201 or Jr. stndg.
POSC 4212,standing_requirement,POSC or Jr. stndg.,,,,,,POSC or Jr. stndg,,,,,,,POSC or Jr. stndg.
POSC 4213,standing_requirement,POSC 2201or Jr. stndg.,,,,,,POSC 2201or Jr. stndg,,,,,,,POSC 2201or Jr. stndg.
POSC 4216,standing_requirement,POSC 2201 or Jr. stndg.,,,,,,POSC 2201 or Jr. stndg,,,,,,,POSC 2201 or Jr. stndg.
POSC 4217,,,,,,,,,,,,,,,
POSC 4219,standing_requirement,POSC 2201 or Jr. stndg.,,,,,,POSC 2201 or Jr. stndg,,,,,,,POSC 2201 or Jr. stndg.
POSC 4221,standing_requirement,POSC 2201 or Jr. stndg.,,,,,,POSC 2201 or Jr. stndg,,,,,,,POSC 2201 or Jr. stndg.
POSC 4241,standing_requirement,POSC 2201 or Jr. stndg.,,,,,,POSC 2201 or Jr. stndg,,,,,,,POSC 2201 or Jr. stndg.
POSC 4251,standing_requirement,POSC 2201 or Jr. stndg.,,,,,,POSC 2201 or Jr. stndg,,,,,,,POSC 2201 or Jr. stndg.
POSC 4276,standing_requirement,POSC 2201 or Jr. stndg.,,,,,,POSC 2201 or Jr. stndg,,,,,,,POSC 2201 or Jr. stndg.
POSC 4281,standing_requirement,POSC 2201 or Jr. stndg.,,,,,,POSC 2201 or Jr. stndg,,,,,,,POSC 2201 or Jr. stndg.
POSC 4291,standing_requirement,POSC 2201 or Jr. stndg.,,,,,,POSC 2201 or Jr. stndg,,,,,,,POSC 2201 or Jr. stndg.
POSC 4299,standing_requirement,POSC 2201 or Jr. stndg.,,,,,,POSC 2201 or Jr. stndg,,,,,,,POSC 2201 or Jr. stndg.
POSC 4341,standing_requirement;complex_hard_prereq,POSC 2201; or Jr. stndg.,,,,,,or Jr. stndg,,,,,,POSC 2201; or Jr. stndg.,POSC 2201; or Jr. stndg.
POSC 4351,standing_requirement,"POSC 2201, POSC 2601 or Jr. stndg.",,,,,,"POSC 2201, POSC 2601 or Jr. stndg",,,,,,,"POSC 2201, POSC 2601 or Jr. stndg."
POSC 4356,standing_requirement,"POSC 2201, POSC 2601 or Jr. stndg.",,,,,,"POSC 2201, POSC 2601 or Jr. stndg",,,,,,,"POSC 2201, POSC 2601 or Jr. stndg."
POSC 4361,standing_requirement,POSC 2201 or Jr. stndg.,,,,,,POSC 2201 or Jr. stndg,,,,,,,POSC 2201 or Jr. stndg.
POSC 4366,standing_requirement,POSC 2201 or Jr. stndg.,,,,,,POSC 2201 or Jr. stndg,,,,,,,POSC 2201 or Jr. stndg.
POSC 4371,standing_requirement,POSC 2201 or Jr. stndg.,,,,,,POSC 2201 or Jr. stndg,,,,,,,POSC 2201 or Jr. stndg.
POSC 4376,standing_requirement,POSC 2201 or Jr. stndg.,,,,,,POSC 2201 or Jr. stndg,,,,,,,POSC 2201 or Jr. stndg.
POSC 4381,standing_requirement,Jr. stndg.,,,,,,Jr. stndg,,,,,,,Jr. stndg.
POSC 4406,standing_requirement,POSC 2401 or Jr. stndg.,,,,,,POSC 2401 or Jr. stndg,,,,,,,POSC 2401 or Jr. stndg.
POSC 4411,standing_requirement;complex_hard_prereq,POSC 2401; or Jr. stndg.,,,,,,or Jr. stndg,,,,,,POSC 2401; or Jr. stndg.,POSC 2401; or Jr. stndg.
POSC 4416,standing_requirement;complex_hard_prereq,POSC 2401; or Jr. stndg.,,,,,,or Jr. stndg,,,,,,POSC 2401; or Jr. stndg.,POSC 2401; or Jr. stndg.
POSC 4421,standing_requirement,POSC 2401 or Jr. stndg.,,,,,,POSC 2401 or Jr. stndg,,,,,,,POSC 2401 or Jr. stndg.
POSC 4451,,,,,,,,,,,,,,,
POSC 4461,standing_requirement,Jr. stndg.,,,,,,Jr. stndg,,,,,,,Jr. stndg.
POSC 4499,standing_requirement,POSC 2401 or Jr. stndg.,,,,,,POSC 2401 or Jr. stndg,,,,,,,POSC 2401 or Jr. stndg.
POSC 4501,standing_requirement,POSC 2401 or Jr. stndg.,,,,,,POSC 2401 or Jr. stndg,,,,,,,POSC 2401 or Jr. stndg.
POSC 4511,standing_requirement,POSC 2401 or Jr. stndg.,,,,,,POSC 2401 or Jr. stndg,,,,,,,POSC 2401 or Jr. stndg.
POSC 4521,standing_requirement,POSC 2401 or Jr. stndg.,,,,,,POSC 2401 or Jr. stndg,,,,,,,POSC 2401 or Jr. stndg.
POSC 4541,standing_requirement,POSC 2401 or Jr. stndg.,,,,,,POSC 2401 or Jr. stndg,,,,,,,POSC 2401 or Jr. stndg.
POSC 4601,standing_requirement,POSC 2601 or Jr. stndg.,,,,,,POSC 2601 or Jr. stndg,,,,,,,POSC 2601 or Jr. stndg.
POSC 4611,standing_requirement,POSC 2601 or Jr. stndg.,,,,,,POSC 2601 or Jr. stndg,,,,,,,POSC 2601 or Jr. stndg.
POSC 4621,standing_requirement,ECON 1104 and POSC 2601 or Jr. stndg.,,,,,,ECON 1104 and POSC 2601 or Jr. stndg,,,,,,,ECON 1104 and POSC 2601 or Jr. stndg.
POSC 4631,standing_requirement,POSC 2601 or Jr. stndg.,,,,,,POSC 2601 or Jr. stndg,,,,,,,POSC 2601 or Jr. stndg.
POSC 4633,standing_requirement;other_requirements,POSC 2601 or Jr. Stndg.,,,,,,,,,,,Stndg,,POSC 2601 or Jr. Stndg.
POSC 4635,standing_requirement,POSC 2601 or Jr. stndg.,,,,,,POSC 2601 or Jr. stndg,,,,,,,POSC 2601 or Jr. stndg.
POSC 4636,standing_requirement,POSC 2601 or Jr. stndg.,,,,,,POSC 2601 or Jr. stndg,,,,,,,POSC 2601 or Jr. stndg.
POSC 4641,standing_requirement,POSC 2601 or Jr. stndg.,,,,,,POSC 2601 or Jr. stndg,,,,,,,POSC 2601 or Jr. stndg.
POSC 4642,standing_requirement,POSC 2601 or Jr. stndg.,,,,,,POSC 2601 or Jr. stndg,,,,,,,POSC 2601 or Jr. stndg.
POSC 4643,standing_requirement,POSC 2601 or Jr. stndg.,,,,,,POSC 2601 or Jr. stndg,,,,,,,POSC 2601 or Jr. stndg.
POSC 4646,standing_requirement,POSC 2601 or Jr. stndg.,,,,,,POSC 2601 or Jr. stndg,,,,,,,POSC 2601 or Jr. stndg.
POSC 4651,standing_requirement,POSC 2601 or Jr. stndg.,,,,,,POSC 2601 or Jr. stndg,,,,,,,POSC 2601 or Jr. stndg.
POSC 4653,standing_requirement,POSC 2601 or Jr. stndg.,,,,,,POSC 2601 or Jr. stndg,,,,,,,POSC 2601 or Jr. stndg.
POSC 4661,standing_requirement,ECON 1104 and either POSC 2601 or Jr. stndg.,,,,,,ECON 1104 and either POSC 2601 or Jr. stndg,,,,,,,ECON 1104 and either POSC 2601 or Jr. stndg.
POSC 4699,standing_requirement,POSC 2601 or Jr. stndg.,,,,,,POSC 2601 or Jr. stndg,,,,,,,POSC 2601 or Jr. stndg.
POSC 4701,standing_requirement,POSC 2601 or Jr. stndg.,,,,,,POSC 2601 or Jr. stndg,,,,,,,POSC 2601 or Jr. stndg.
POSC 4731,standing_requirement,POSC 2401 or POSC 2601 or Jr. stndg.,,,,,,POSC 2401 or POSC 2601 or Jr. stndg,,,,,,,POSC 2401 or POSC 2601 or Jr. stndg.
POSC 4801,standing_requirement,POSC 2801 or Jr. stndg.,,,,,,POSC 2801 or Jr. stndg,,,,,,,POSC 2801 or Jr. stndg.
POSC 4811,standing_requirement,POSC 2801 or Jr. stndg.,,,,,,POSC 2801 or Jr. stndg,,,,,,,POSC 2801 or Jr. stndg.
POSC 4821,standing_requirement,POSC 2801 or Jr. stndg.,,,,,,POSC 2801 or Jr. stndg,,,,,,,POSC 2801 or Jr. stndg.
POSC 4861,standing_requirement;complex_hard_prereq,POSC 2801; or Jr. stndg.,,,,,,or Jr. stndg,,,,,,POSC 2801; or Jr. stndg.,POSC 2801; or Jr. stndg.
POSC 4871,standing_requirement,POSC 2801 or Jr. stndg.,,,,,,POSC 2801 or Jr. stndg,,,,,,,POSC 2801 or Jr. stndg.
POSC 4899,standing_requirement,POSC 2801 or Jr. stndg.,,,,,,POSC 2801 or Jr. stndg,,,,,,,POSC 2801 or Jr. stndg.
POSC 4931,standing_requirement,Jr. stndg.,,,,,,Jr. stndg,,,,,,,Jr. stndg.
POSC 4932,other_requirements,Acceptance to the Aspin Washington D.C. Internship Program.,,,,,,,,,,,Acceptance to the Aspin Washington D.C; Internship Program,,
POSC 4985,admitted_program;instructor_consent,Admission to the Les Aspin program in Washington D.C. Consent required.,,Consent required,Admission to the Les Aspin program in Washington D.C,,,,,,,,,,Admission to the Les Aspin program in Washington D.C. Consent required.
POSC 4986,admitted_program;instructor_consent,Admitted to the Les Aspin Center for Government program. Consent required.,,Consent required,Admitted to the Les Aspin Center for Government program,,,,,,,,,,Admitted to the Les Aspin Center for Government program. Consent required.
POSC 4987,instructor_consent;standing_requirement,POSC 2201 or 2401 or 2061; or Jr. stndg. Consent required.,,Consent required,,,,or Jr. stndg,,,,,,,POSC 2201 or 2401 or 2061; or Jr. stndg. Consent required.
POSC 4995,instructor_consent;standing_requirement,"Jr. stndg., cons. of instr., and cons. of dept. ch. Consent required.",,"Jr. stndg., cons. of instr., and cons. of dept. ch; Consent required",,,,"Jr. stndg., cons. of instr., and cons. of dept. ch",,,,,,,"Jr. stndg., cons. of instr., and cons. of dept. ch. Consent required."
POSC 4999,instructor_consent;standing_requirement;may_be_concurrent,"Sr. stndg., POSC 4995, which may be taken concurrently, and cons. of dept. ch. Three semester hours of POSC 4995 are required. Consent required.",,"Sr. stndg., POSC 4995, which may be taken concurrently, and cons. of dept. ch; Consent required",,,,"Sr. stndg., POSC 4995, which may be taken concurrently, and cons. of dept. ch",,,,"Sr. stndg., POSC 4995, which may be taken concurrently, and cons. of dept. ch",,,"Sr. stndg., POSC 4995, which may be taken concurrently, and cons. of dept. ch. Three semester hours of POSC 4995 are required. Consent required."
POSC 5191,,,,,,,,,,,,,,,
POSC 5193,,,,,,,,,,,,,,,
POSC 5195,,,,,,,,,,,,,,,
POSC 5201,,,,,,,,,,,,,,,
POSC 5211,,,,,,,,,,,,,,,
POSC 5212,,,,,,,,,,,,,,,
POSC 5213,,,,,,,,,,,,,,,
POSC 5216,,,,,,,,,,,,,,,
POSC 5219,,,,,,,,,,,,,,,
POSC 5221,,,,,,,,,,,,,,,
POSC 5241,,,,,,,,,,,,,,,
POSC 5251,,,,,,,,,,,,,,,
POSC 5276,,,,,,,,,,,,,,,
POSC 5281,,,,,,,,,,,,,,,
POSC 5291,,,,,,,,,,,,,,,
POSC 5299,,,,,,,,,,,,,,,
POSC 5341,,,,,,,,,,,,,,,
POSC 5351,,,,,,,,,,,,,,,
POSC 5356,,,,,,,,,,,,,,,
POSC 5361,,,,,,,,,,,,,,,
POSC 5366,,,,,,,,,,,,,,,
POSC 5371,,,,,,,,,,,,,,,
POSC 5376,,,,,,,,,,,,,,,
POSC 5381,,,,,,,,,,,,,,,
POSC 5406,,,,,,,,,,,,,,,
POSC 5411,,,,,,,,,,,,,,,
POSC 5416,,,,,,,,,,,,,,,
POSC 5421,,,,,,,,,,,,,,,
POSC 5451,,,,,,,,,,,,,,,
POSC 5461,,,,,,,,,,,,,,,
POSC 5499,,,,,,,,,,,,,,,
POSC 5501,,,,,,,,,,,,,,,
POSC 5511,,,,,,,,,,,,,,,
POSC 5521,,,,,,,,,,,,,,,
POSC 5541,,,,,,,,,,,,,,,
POSC 5551,,,,,,,,,,,,,,,
POSC 5601,,,,,,,,,,,,,,,
POSC 5611,,,,,,,,,,,,,,,
POSC 5621,,,,,,,,,,,,,,,
POSC 5631,,,,,,,,,,,,,,,
POSC 5633,,,,,,,,,,,,,,,
POSC 5635,,,,,,,,,,,,,,,
POSC 5636,,,,,,,,,,,,,,,
POSC 5641,,,,,,,,,,,,,,,
POSC 5642,,,,,,,,,,,,,,,
POSC 5643,,,,,,,,,,,,,,,
POSC 5646,,,,,,,,,,,,,,,
POSC 5651,,,,,,,,,,,,,,,
POSC 5661,,,,,,,,,,,,,,,
POSC 5699,,,,,,,,,,,,,,,
POSC 5701,,,,,,,,,,,,,,,
POSC 5731,,,,,,,,,,,,,,,
POSC 5801,,,,,,,,,,,,,,,
POSC 5811,,,,,,,,,,,,,,,
POSC 5821,,,,,,,,,,,,,,,
POSC 5861,,,,,,,,,,,,,,,
POSC 5871,,,,,,,,,,,,,,,
POSC 5899,,,,,,,,,,,,,,,
POSC 5931,,,,,,,,,,,,,,,
POSC 6101,instructor_consent,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required.",,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser; Consent required",,,,,,,,,,,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required."
POSC 6102,instructor_consent,"Cons. of dept. ch., cons. of graduate program dir. or cons. of adviser. Consent required.",,"Cons. of dept. ch., cons. of graduate program dir. or cons. of adviser; Consent required",,,,,,,,,,,"Cons. of dept. ch., cons. of graduate program dir. or cons. of adviser. Consent required."
POSC 6201,instructor_consent,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required.",,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser; Consent required",,,,,,,,,,,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required."
POSC 6211,instructor_consent,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required.",,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser; Consent required",,,,,,,,,,,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required."
POSC 6221,instructor_consent,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required.",,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser; Consent required",,,,,,,,,,,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required."
POSC 6231,instructor_consent,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required.",,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser; Consent required",,,,,,,,,,,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required."
POSC 6281,,,,,,,,,,,,,,,
POSC 6361,instructor_consent,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required.",,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser; Consent required",,,,,,,,,,,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required."
POSC 6401,instructor_consent,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required.",,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser; Consent required",,,,,,,,,,,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required."
POSC 6411,instructor_consent,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required.",,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser; Consent required",,,,,,,,,,,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required."
POSC 6421,instructor_consent,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required.",,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser; Consent required",,,,,,,,,,,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required."
POSC 6441,instructor_consent,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required.",,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser; Consent required",,,,,,,,,,,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required."
POSC 6446,instructor_consent,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required.",,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser; Consent required",,,,,,,,,,,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required."
POSC 6461,instructor_consent,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required.",,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser; Consent required",,,,,,,,,,,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required."
POSC 6501,instructor_consent,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required.",,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser; Consent required",,,,,,,,,,,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required."
POSC 6521,instructor_consent,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required.",,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser; Consent required",,,,,,,,,,,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required."
POSC 6601,instructor_consent,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required.",,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser; Consent required",,,,,,,,,,,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required."
POSC 6621,,,,,,,,,,,,,,,
POSC 6631,instructor_consent,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required.",,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser; Consent required",,,,,,,,,,,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required."
POSC 6651,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
POSC 6701,instructor_consent,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required.",,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser; Consent required",,,,,,,,,,,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required."
